,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Price
4008,2016 Ford Figo,2015,Diesel,53732,1498,First ,Manual,25.83,99.0,215.0,5,White,5,FWD,Electric,Ventilated Disc,Drum,11.6,480000
4009,2017 Honda Jazz,2017,Petrol,33873,1199,Second ,Automatic,190.0,88.7,110.0,5,Brown,5,FWD,Power,Discs,Drum,13.7,700000
4010,2015 Maruti Wagon R,2015,Petrol,31401,998,First ,Manual,20.51,67.04,90.0,5,White,5,FWD,Power,Ventilated Disc,Drum,18.6,404000
4011,2017 Honda Brio,2016,Petrol,25479,1198,First ,Manual,18.5,86.8,109.0,5,Silver,5,FWD,Power,Discs,Drum,14.5,460000
4012,2013 Maruti Wagon R,2013,Petrol,44621,998,First ,Manual,21.79,67.05,90.0,5,Other,5,FWD,Power,Discs,Drum,18.6,358000
4013,2012 Maruti Alto K10,2012,Petrol,82001,998,First ,Manual,20.92,67.1,90.0,5,Black,5,FWD,Power,Ventilated Disc,Drum,13.3,240000
4014,2015 Maruti Swift Dzire,2014,Petrol,44885,1197,Second ,Manual,20.85,83.14,115.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,12.6,480000
4015,2020 Skoda Rapid,2019,Petrol,16598,1598,First ,Manual,14.3,103.2,153.0,5,Other,5,FWD,Power,Discs,Drum,,895000
4016,2016 Hyundai Grand i10,2016,Petrol,22668,1197,First ,Manual,18.9,81.86,113.75,5,White,5,FWD,Power,Discs,Drum,12.9,500000
4017,2017 Renault KWID,2017,Petrol,10008,999,First ,Automatic,24.04,67.0,91.0,5,Other,5,FWD,Electric,Discs,Drum,,430000
4018,2014 Maruti Swift,2014,Petrol,53725,1197,First ,Manual,18.6,85.8,114.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,12.29,475000
4019,2019 Hyundai i20,2018,Petrol,32453,1197,First ,Automatic,17.4,81.86,114.73,5,Other,5,FWD,Power,Discs,Drum,16.18,830000
4020,2021 Hyundai Santro,2020,Petrol,8595,1086,First ,Manual,20.3,68.05,99.04,5,Other,5,FWD,Electric,Discs,Drum,,580000
4021,2018 Maruti Swift,2018,Petrol,27422,1197,First ,Manual,21.21,81.8,113.0,5,Red,5,FWD,Electric,Discs,Drum,12.71,640000
4022,2018 Ford Figo Aspire,2017,Diesel,30007,1498,First ,Manual,25.83,99.0,215.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,10.75,565000
4023,2016 Hyundai Grand i10,2016,Diesel,23622,1120,First ,Manual,240.0,70.0,160.0,5,White,5,FWD,Power,Discs,Drum,15.6,551000
4024,2015 Maruti Alto 800,2015,Petrol,53375,796,First ,Manual,22.74,47.3,69.0,5,Other,5,FWD,Power,Solid Disc,Drum,19.0,290000
4025,2015 Maruti Wagon R,2015,Petrol,79315,998,First ,Manual,21.79,67.05,90.0,5,Other,5,FWD,Power,Discs,Drum,18.6,380000
4026,2013 Maruti Swift,2013,Diesel,81240,1248,First ,Manual,28.4,74.0,190.0,5,Other,5,FWD,Power,Discs,Drum,,475000
4027,2016 Maruti Swift,2015,Petrol,21769,1197,First ,Manual,220.0,81.8,113.0,5,Grey,5,FWD,Power,Discs,Drum,,550000
4028,2011 Maruti Swift,2011,Diesel,77968,1248,Second ,Manual,17.8,15.0,5.0,5,Other,5,,Power,,,,350000
4029,2016 Hyundai EON,2016,Petrol,29931,814,First ,Manual,21.1,55.2,74.5,5,Other,5,FWD,Power,Discs,Drum,19.0,342500
4030,2013 Maruti Swift Dzire,2013,Petrol,62751,1197,Second ,Manual,19.1,85.8,114.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,12.6,456000
4031,2014 Maruti Alto 800,2014,Petrol,18827,796,First ,Manual,22.74,47.3,69.0,5,Silver,5,FWD,Power,Solid Disc,Drum,19.0,285000
4032,2016 Hyundai Xcent,2015,Petrol,41523,1197,First ,Manual,19.1,82.0,114.0,5,Other,5,FWD,Power,Discs,Drum,14.2,490000
4033,2018 Renault KWID,2018,Petrol,41377,799,First ,Manual,25.17,53.3,72.0,5,Grey,5,FWD,Power,Discs,Drum,16.0,320000
4034,2017 Maruti Swift Dzire,2017,Diesel,56666,1248,First ,Manual,28.4,74.02,190.0,5,Blue,5,FWD,Power,Discs,Drum,13.03,680000
4035,2017 Maruti Swift,2017,Petrol,32346,1197,Second ,Manual,20.4,81.8,113.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,12.6,555000
4036,2014 Hyundai Grand i10,2013,Diesel,70154,1120,Second ,Manual,240.0,70.0,160.0,5,Other,5,FWD,Power,Discs,Drum,15.6,385000
4037,2016 Maruti Swift Dzire,2016,Petrol,9912,1197,First ,Manual,23.26,88.5,113.0,5,Other,5,FWD,Electric,Discs,Drum,,580000
4038,2017 Volkswagen Ameo,2017,Petrol,60469,1198,First ,Manual,170.0,73.75,110.0,5,Other,5,FWD,Power,Discs,Drum,,490000
4039,2019 Volkswagen Ameo,2019,Petrol,20544,999,First ,Manual,19.44,75.0,95.0,5,Other,5,FWD,Power,Discs,Drum,,560000
4040,2013 Hyundai i10,2013,Petrol,36059,1197,Second ,Manual,20.36,78.9,111.8,5,Grey,5,FWD,Power,Ventilated Disc,Drum,,386500
4041,2013 Hyundai Grand i10,2013,Diesel,100774,1120,First ,Manual,240.0,70.0,160.0,5,Other,5,FWD,Power,Discs,Drum,15.6,370000
4042,2016 Renault KWID,2016,Petrol,45251,999,First ,Automatic,24.04,67.0,91.0,5,Red,5,FWD,Electric,Discs,Drum,,375000
4043,2012 Ford Figo,2012,Diesel,116011,1399,First ,Manual,200.0,68.0,160.0,5,White,5,FWD,Power,Ventilated Disc,Drum,14.8,280000
4044,2015 Honda Jazz,2015,Petrol,15058,1199,First ,Manual,16.6,88.5,110.0,5,Silver,5,,Electric,Discs,Drum,,580000
4045,2015 Hyundai Grand i10,2015,Petrol,63362,1197,Second ,Automatic,18.9,82.0,114.0,5,Other,4,FWD,Power,Discs,Drum,14.9,500000
4046,2016 Maruti Baleno,2015,Petrol,26059,1197,First ,Manual,21.4,83.1,115.0,5,White,5,FWD,Power,Discs,Drum,12.36,600000
4047,2016 Volkswagen Polo,2016,Petrol,68324,1199,First ,Manual,16.2,74.0,110.0,5,Other,5,FWD,Power,Discs,Drum,14.2,650500
4048,2016 Maruti Celerio,2015,Petrol,46106,998,First ,Manual,23.1,67.04,90.0,5,White,5,FWD,Power,Ventilated Disc,Drum,15.05,440000
4049,2014 Maruti Alto K10,2014,Petrol,79918,998,First ,Manual,23.95,67.05,90.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,13.3,300000
4050,2012 Maruti Alto K10,2012,Petrol,59102,998,First ,Manual,23.95,67.05,90.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,13.3,275000
4051,2016 Hyundai Grand i10,2016,Petrol,18792,1197,First ,Manual,18.9,82.0,114.0,5,White,5,FWD,Power,Discs,Drum,12.9,495000
4052,2017 Renault KWID,2017,Petrol,47750,999,First ,Automatic,24.04,67.0,91.0,5,Red,5,FWD,Power,Discs,Drum,17.44,400000
4053,2018 Maruti Eeco,2018,Petrol,22038,1196,First ,Manual,16.11,72.42,98.0,5,Silver,5,RWD,Manual,Discs,Drum,15.7,425000
4054,2014 Maruti Swift,2014,Diesel,115902,1248,First ,Manual,0.0,0.0,74.0,5,Silver,5,FWD,Power,Discs,Drum,,505000
4055,2014 Hyundai Grand i10,2014,Petrol,57865,1197,Second ,Manual,0.0,0.0,81.86,5,Maroon,4,FWD,Power,Discs,Drum,14.9,450000
4056,2013 Hyundai i20,2013,Petrol,64423,1197,First ,Manual,18.5,82.9,113.8,5,Grey,5,FWD,Power,Discs,Drum,,438500
4057,2019 Maruti Celerio,2019,Petrol,37658,998,Second ,Manual,23.1,67.04,90.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,15.05,507000
4058,2013 Hyundai Verna,2013,Petrol,54857,1591,First ,Manual,0.0,0.0,121.3,5,Maroon,5,FWD,Power,Discs,Drum,10.5,580000
4059,2014 Honda Brio,2013,Petrol,84613,1198,First ,Automatic,16.5,86.8,109.0,5,Grey,5,FWD,Power,Discs,Drum,16.0,400000
4060,2019 Hyundai i20,2018,Diesel,60764,1396,First ,Manual,22.54,88.73,219.7,5,White,6,FWD,Power,Discs,Drum,11.9,740000
4061,2014 Hyundai EON,2014,Petrol,28520,814,Second ,Manual,21.1,55.2,74.5,5,Other,5,FWD,Power,Discs,Drum,19.0,268500
4062,2017 Hyundai Grand i10,2017,Petrol,5995,1197,First ,Manual,18.9,81.86,113.75,5,Orange,5,FWD,Power,Discs,Drum,12.9,505000
4063,2014 Maruti Celerio,2014,Petrol,83078,998,Second ,Automatic,23.1,67.04,90.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,15.05,360000
4064,2015 Renault Duster,2015,Petrol,50824,1598,Second ,Manual,13.05,102.53,148.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,11.5,500000
4065,2014 Maruti Swift,2014,Diesel,69629,1248,First ,Manual,22.9,74.0,190.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,13.75,500000
4066,2016 Hyundai Creta,2016,Petrol,42551,1591,First ,Manual,15.29,121.3,151.0,5,White,6,FWD,Power,Discs,Drum,10.5,1020000
4067,2016 Renault KWID,2016,Petrol,62382,799,First ,Manual,22.3,53.26,72.0,5,Red,5,FWD,Electric,Discs,Drum,16.0,290000
4068,2014 Ford Ecosport,2014,Diesel,125712,1498,First ,Manual,22.7,89.84,204.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,13.5,525000
4069,2010 Maruti Swift,2010,Petrol,91873,1197,First ,Manual,16.1,0.0,113.0,5,Grey,5,,Power,Ventilated Disc,Drum,12.29,300000
4070,2012 Hyundai i10,2012,Petrol,38826,1197,Second ,Automatic,16.95,78.9,111.8,5,Other,4,FWD,Power,Ventilated Disc,Drum,,373500
4071,2016 Datsun RediGO,2016,Petrol,34301,799,First ,Manual,22.7,53.64,72.0,5,Red,5,2WD,Power,Discs,Drum,,287000
4072,2020 MG Hector,2020,Petrol,18805,1451,First ,Automatic,13.96,141.0,250.0,5,Other,6,FWD,,Discs,Discs,,1650000
4073,2012 Hyundai i20,2012,Diesel,84098,1396,Second ,Manual,22.54,88.76,219.6,5,White,6,FWD,Power,Discs,Drum,,340000
4074,2019 Hyundai Venue,2019,Petrol,13416,998,First ,Manual,18.27,118.35,172.0,5,Other,6,FWD,Electric,Discs,Drum,,1045000
4075,2018 Hyundai Grand i10,2017,Petrol,13551,1197,First ,Manual,18.9,81.86,113.75,5,Other,5,FWD,Power,Discs,Drum,12.9,495000
4076,2016 Hyundai i10,2015,Petrol,48927,1086,First ,Manual,19.81,68.05,99.04,5,Red,5,FWD,Power,Ventilated Disc,Drum,14.3,335000
4077,2018 Tata Tigor,2018,Petrol,48609,1199,First ,Manual,20.3,84.0,114.0,5,Other,5,FWD,Power,Discs,Drum,,475000
4078,2019 Jeep Compass,2018,Petrol,28767,1368,First ,Manual,160.0,160.0,250.0,5,Other,6,2WD,Power,Discs,Discs,9.99,1300000
4079,2017 Maruti Wagon R,2017,Petrol,30393,998,First ,Manual,20.51,67.04,90.0,5,Blue,5,FWD,Power,Ventilated Disc,Drum,18.6,450000
4080,2010 Maruti Swift Dzire,2009,Petrol,33542,1298,First ,Manual,17.5,85.8,114.0,5,White,5,2WD,Power,Ventilated Disc,Drum,,355000
4081,2019 Maruti Wagon R,2018,Petrol,25407,998,Second ,Manual,21.79,67.05,90.0,5,Other,5,FWD,Power,Discs,Drum,18.6,450000
4082,2014 Hyundai i20,2013,Diesel,36094,1396,Second ,Manual,22.54,88.73,219.7,5,Other,6,FWD,Power,Discs,Drum,11.9,520000
4083,2019 Tata Tiago,2018,Petrol,31605,1199,First ,Manual,23.84,84.0,114.0,5,Other,5,FWD,Power,Discs,Drum,14.3,497000
4084,2018 Maruti Ignis,2017,Petrol,13413,1197,First ,Automatic,20.89,81.8,113.0,5,Silver,5,FWD,Electric,Discs,Drum,13.69,600000
4085,2014 Hyundai Grand i10,2014,Petrol,70532,1197,First ,Manual,18.9,82.0,114.0,5,Red,5,FWD,Power,Discs,Drum,12.9,435000
4086,2017 Volkswagen Vento,2015,Petrol,30538,1598,First ,Manual,16.09,103.2,153.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,12.3,598500
4087,2018 Renault KWID,2018,Petrol,87292,999,First ,Manual,23.01,67.0,91.0,5,Grey,5,FWD,Power,Discs,Drum,13.9,328500
4088,2013 Hyundai Verna,2013,Petrol,45507,1591,First ,Manual,17.01,121.3,154.9,5,Other,5,FWD,Power,Discs,Drum,10.5,540000
4089,2017 Maruti Baleno,2017,Petrol,27919,1197,First ,Manual,21.4,83.1,115.0,5,Blue,5,FWD,Power,Discs,Drum,12.36,590000
4090,2018 Renault KWID,2018,Petrol,87292,999,First ,Manual,23.01,67.0,91.0,5,Grey,5,FWD,Power,Discs,Drum,13.9,328500
4091,2017 Maruti Baleno,2017,Petrol,27919,1197,First ,Manual,21.4,83.1,115.0,5,Blue,5,FWD,Power,Discs,Drum,12.36,590000
4092,2016 Maruti A-Star,2016,Petrol,44171,998,Second ,Automatic,16.98,66.1,90.0,5,Other,4,FWD,Power,Ventilated Disc,Drum,,339500
4093,2013 Hyundai i20,2013,Diesel,44569,1493,First ,Manual,250.0,98.63,240.26,5,Other,6,,Electric,Discs,Drum,10.76,460000
4094,2019 Maruti Vitara Brezza,2019,Diesel,26456,1248,Second ,Manual,24.3,88.5,200.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,12.36,887000
4095,2017 Maruti Ertiga,2017,Petrol,31265,1462,First ,Manual,19.01,103.26,138.0,7,Other,5,FWD,Power,Ventilated Disc,Drum,,740000
4096,2019 Toyota Yaris,2018,Petrol,7291,1496,First ,Automatic,17.8,105.94,140.0,5,Silver,7,FWD,Power,Discs,Drum,,845000
4097,2016 Hyundai EON,2016,Petrol,33285,814,First ,Manual,21.1,55.2,74.5,5,Red,5,FWD,Power,Discs,Drum,19.0,340000
4098,2015 Maruti Ciaz,2015,Petrol,144343,1373,First ,Manual,20.73,91.1,130.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,14.0,490000
4099,2013 Hyundai Santro Xing,2013,Petrol,10993,1086,Second ,Manual,17.92,62.1,96.1,5,White,5,FWD,Power,Ventilated Disc,Drum,,280000
4100,2018 Maruti Wagon R,2018,Petrol,9458,998,Second ,Automatic,21.79,67.05,90.0,5,Other,5,FWD,Power,Discs,Drum,18.6,490000
4101,2019 Tata Tiago,2018,Petrol,56183,1199,First ,Automatic,23.84,83.83,114.0,5,Brown,5,FWD,Power,Discs,Drum,,534000
4102,2013 Hyundai Verna,2013,Petrol,71908,1591,Second ,Manual,17.01,121.3,154.9,5,Other,5,FWD,Power,Discs,Drum,10.5,470000
4103,2019 Renault KWID,2019,Petrol,17874,999,First ,Automatic,24.04,67.0,91.0,5,Other,5,FWD,Power,Discs,Drum,,480000
4104,2015 Maruti Celerio,2015,Petrol,72805,998,First ,Automatic,21.63,67.05,90.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,15.05,412000
4105,2014 Maruti Swift Dzire,2014,Petrol,86891,1197,First ,Manual,20.85,83.14,115.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,12.6,445000
4106,2017 Maruti Alto 800,2016,Petrol,33052,796,First ,Manual,22.74,47.3,69.0,5,Blue,5,FWD,Power,Solid Disc,Drum,19.0,295000
4107,2017 Hyundai Grand i10,2017,Petrol,24289,1197,First ,Manual,18.9,81.86,113.75,5,Other,5,FWD,Power,Discs,Drum,12.9,465000
4108,2016 Honda Jazz,2016,Petrol,42093,1199,Second ,Manual,16.6,88.5,110.0,5,Red,5,,Electric,Discs,Drum,,490000
4109,2014 Maruti Ertiga,2014,Diesel,25601,1248,First ,Manual,20.77,88.76,200.0,7,Other,5,FWD,Power,Discs,Drum,13.3,670000
4110,2010 Maruti Swift,2010,Petrol,43182,1197,Second ,Manual,16.1,0.0,113.0,5,Grey,5,,Power,Ventilated Disc,Drum,12.29,355000
4111,2015 Renault Duster,2015,Diesel,30462,1461,First ,Manual,19.87,83.8,200.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,13.9,725000
4112,2018 Datsun RediGO,2018,Petrol,37710,999,First ,Automatic,230.0,67.0,91.0,5,Silver,5,2WD,Power,Discs,Drum,,365000
4113,2016 Hyundai Grand i10,2015,Petrol,20567,1197,First ,Manual,18.9,82.0,114.0,5,Orange,5,FWD,Power,Discs,Drum,12.9,495000
4114,2016 Hyundai Grand i10,2016,Petrol,19286,1197,Second ,Automatic,18.9,81.86,113.75,5,Other,4,FWD,Power,Discs,Drum,12.9,500000
4115,2014 Skoda Rapid,2013,Diesel,104502,1598,Second ,Manual,20.5,103.5,250.0,5,Other,5,FWD,Power,Discs,Drum,,400000
4116,2015 Maruti Celerio,2015,Petrol,29455,998,First ,Automatic,23.1,67.04,90.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,15.05,425000
4117,2013 Hyundai i10,2013,Petrol,55656,1197,Second ,Automatic,16.95,78.9,111.8,5,Red,4,FWD,Power,Ventilated Disc,Drum,,370000
4118,2018 Jeep Compass,2018,Diesel,30851,1956,First ,Manual,17.1,170.0,350.0,5,White,6,2WD,Power,Discs,Discs,,1675000
4119,2015 Hyundai i20 Active,2015,Diesel,81331,1396,First ,Manual,21.19,88.76,219.66,5,White,6,FWD,Power,Discs,Drum,,570000
4120,2019 MG Hector,2019,Petrol,49541,1451,First ,Automatic,13.96,141.0,250.0,5,Other,6,FWD,,Discs,Discs,,1750000
4121,2017 Hyundai Grand i10,2017,Petrol,62509,1197,Second ,Automatic,18.9,81.86,113.75,5,Orange,4,FWD,Power,Discs,Drum,12.9,567500
4122,2014 Maruti Ertiga,2014,Diesel,58368,1248,First ,Manual,20.77,88.76,200.0,7,Other,5,FWD,Power,Discs,Drum,13.3,650000
4123,2018 Hyundai Grand i10,2017,Petrol,54345,1197,First ,Automatic,18.9,81.86,113.75,5,Other,4,FWD,Power,Discs,Drum,12.9,550000
4124,2016 Hyundai i10,2015,Petrol,23198,1086,First ,Manual,19.81,68.05,99.04,5,Other,5,FWD,Power,Ventilated Disc,Drum,14.3,420000
4125,2018 Hyundai Grand i10,2017,Petrol,13203,1197,First ,Manual,18.9,81.86,113.75,5,Red,5,FWD,Power,Discs,Drum,12.9,600000
4126,2018 Hyundai Creta,2018,Petrol,9695,1591,First ,Automatic,14.8,121.3,151.0,5,Other,6,FWD,Power,Discs,Drum,,1495500
4127,2018 Maruti Vitara Brezza,2018,Diesel,81386,1248,First ,Manual,24.3,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,12.36,829000
4128,2011 Hyundai i10,2011,Petrol,82932,1197,Second ,Manual,20.36,78.9,111.8,5,Red,5,FWD,Power,Ventilated Disc,Drum,,313000
4129,2018 Maruti Swift Dzire,2018,Diesel,50878,1248,First ,Manual,28.4,74.02,190.0,5,Silver,5,FWD,Power,Discs,Drum,13.03,683500
4130,2018 Maruti Swift Dzire,2018,Diesel,50878,1248,First ,Manual,28.4,74.02,190.0,5,Silver,5,FWD,Power,Discs,Drum,13.03,683500
4131,2019 Maruti Eeco,2019,Petrol,30685,1196,First ,Manual,15.37,73.0,101.0,5,White,5,RWD,Manual,Ventilated Disc,Drum,15.7,420000
4132,2018 Maruti Celerio,2018,Petrol,17248,998,First ,Manual,21.63,67.05,90.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,15.05,475000
4133,2011 Volkswagen Vento,2011,Diesel,129646,1598,First ,Manual,20.54,103.6,250.0,5,Black,5,FWD,Power,Discs,Drum,,388000
4134,2010 Maruti Swift Dzire,2010,Petrol,66763,1197,Second ,Manual,23.26,88.5,113.0,5,Silver,5,FWD,Electric,Discs,Drum,,362500
4135,2019 MG Hector,2019,Petrol,8285,1451,First ,Automatic,13.96,141.0,250.0,5,Other,6,FWD,,Discs,Discs,,1870000
4136,2009 Hyundai i10,2009,Petrol,94929,1197,First ,Manual,20.36,78.9,111.8,5,Blue,5,FWD,Power,Ventilated Disc,Drum,,250000
4137,2018 Renault KWID,2018,Petrol,46532,999,First ,Manual,21.74,67.0,91.0,5,Red,5,FWD,Electric,Discs,Drum,,370000
4138,2017 Maruti Baleno,2016,Petrol,30884,1197,First ,Manual,21.4,83.1,115.0,5,Silver,5,FWD,Power,Discs,Drum,12.36,580000
4139,2018 Tata Tiago,2018,Petrol,28894,1199,First ,Manual,23.84,84.0,114.0,5,Other,5,FWD,Power,Discs,Drum,14.3,500000
4140,2012 Volkswagen Polo,2012,Diesel,94961,1199,First ,Manual,22.07,73.9,180.0,5,Other,5,FWD,Power,Discs,Drum,14.4,371000
4141,2017 Hyundai Grand i10,2017,Petrol,21163,1197,First ,Manual,18.9,82.0,114.0,5,Red,5,FWD,Power,Discs,Drum,12.9,520000
4142,2015 Maruti Eeco,2015,Petrol,38016,1196,First ,Manual,15.37,73.0,101.0,5,Other,5,RWD,Manual,Ventilated Disc,Drum,15.7,365000
4143,2016 Hyundai i20 Active,2016,Petrol,25386,1197,First ,Manual,17.19,81.86,114.73,5,Other,5,FWD,Power,Discs,Drum,14.0,675000
4144,2016 Mahindra KUV 100,2016,Petrol,19167,1198,First ,Manual,18.15,82.0,115.0,5,Grey,5,FWD,Power,Discs,Drum,14.5,380000
4145,2016 Nissan Terrano,2015,Diesel,77070,1461,Second ,Manual,19.01,108.5,248.0,5,Black,6,FWD,Power,Discs,Drum,13.0,590000
4146,2014 Hyundai i20,2014,Petrol,46277,1197,First ,Manual,210.0,81.86,114.74,5,Other,5,,Electric,Discs,Drum,,495000
4147,2008 Hyundai i10,2008,Petrol,62434,1197,First ,Manual,20.36,78.9,111.8,5,Other,5,FWD,Power,Ventilated Disc,Drum,,250000
4148,2008 Maruti Alto,2008,Petrol,44843,796,Second ,Manual,0.0,0.0,46.3,5,Other,5,FWD,Power,Discs,Drum,17.7,185000
4149,2015 Hyundai Grand i10,2014,Petrol,88706,1197,First ,Manual,18.9,81.86,113.75,5,Blue,5,FWD,Power,Discs,Drum,12.9,395000
4150,2010 Maruti Alto K10,2010,Petrol,74162,998,First ,Manual,20.92,67.1,90.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,13.3,200000
4151,2016 Mahindra XUV500,2016,Diesel,51764,2179,First ,Manual,15.1,140.0,330.0,7,Other,6,FWD,Power,Discs,Discs,12.5,1015000
4152,2016 Maruti Celerio,2016,Petrol,19798,998,First ,Manual,23.1,67.04,90.0,5,White,5,FWD,Power,Ventilated Disc,Drum,15.05,400000
4153,2012 Ford Fiesta,2011,Diesel,115519,1388,Second ,Manual,18.6,67.0,160.0,5,Silver,5,2WD,Power,Ventilated Disc,Drum,14.5,175000
4154,2017 Mahindra XUV500,2017,Diesel,30806,2179,Second ,Manual,160.0,140.0,330.0,7,White,6,FWD,Power,Discs,Discs,10.0,1188500
4155,2015 Volkswagen Polo,2015,Petrol,14162,1199,First ,Manual,16.2,74.0,110.0,5,Other,5,FWD,Power,Discs,Drum,14.2,633000
4156,2015 Hyundai Xcent,2015,Petrol,47282,1197,First ,Manual,19.1,82.0,114.0,5,Other,5,FWD,Power,Discs,Drum,14.2,480000
4157,2014 Hyundai Grand i10,2014,Petrol,39785,1197,Second ,Manual,18.9,81.86,113.75,5,Other,5,FWD,Power,Discs,Drum,12.9,370000
4158,2017 Maruti Baleno,2017,Diesel,61578,1248,First ,Manual,27.39,74.0,190.0,5,Blue,5,FWD,Power,Discs,Drum,12.93,670000
4159,2016 Maruti Ciaz,2016,Diesel,77038,1248,First ,Manual,26.21,88.5,200.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,15.0,680000
4160,2016 Hyundai Grand i10,2015,Petrol,58784,1197,First ,Manual,18.9,82.0,114.0,5,Other,5,FWD,Power,Discs,Drum,12.9,450000
4161,2015 Maruti Swift,2015,Petrol,37421,1197,First ,Manual,220.0,81.8,113.0,5,Other,5,,Power,Discs,Drum,,430000
4162,2019 Hyundai Santro,2018,Petrol,1117,1086,First ,Manual,20.3,68.0,99.0,5,White,5,FWD,Power,Discs,Drum,,462500
4163,2018 Maruti Ignis,2017,Petrol,39535,1197,First ,Manual,20.89,81.8,113.0,5,Blue,5,FWD,Electric,Discs,Drum,,549000
4164,2015 Maruti Ciaz,2014,Diesel,77891,1248,First ,Manual,26.21,88.5,200.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,15.0,440000
4165,2013 Hyundai Elantra,2013,Diesel,124239,1582,First ,Automatic,19.5,126.24,259.87,5,White,6,FWD,Power,Discs,Discs,10.2,530000
4166,2017 Maruti SX4 S,2017,Diesel,96780,1248,First ,Manual,25.1,88.5,200.0,5,Grey,5,FWD,Power,Discs,Discs,13.42,535900
4167,2011 Maruti Swift,2011,Petrol,105621,1197,First ,Manual,18.6,85.8,114.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,12.29,265000
4168,2014 Honda City,2014,Diesel,104585,1498,Second ,Manual,260.0,98.6,200.0,5,Other,6,FWD,Power,Discs,Drum,10.0,425000
4169,2011 Maruti Zen Estilo,2011,Petrol,17612,998,First ,Manual,190.0,67.1,90.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,16.26,245500
4170,2013 Toyota Etios Liva,2013,Diesel,108523,1364,First ,Manual,23.59,67.06,170.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,,305000
4171,2018 Maruti Ignis,2018,Petrol,39414,1197,First ,Manual,20.89,81.8,113.0,5,Grey,5,FWD,Electric,Discs,Drum,,430000
4172,2014 Maruti Swift,2014,Diesel,117726,1248,First ,Manual,22.9,74.0,190.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,13.75,340000
4173,2013 Ford Ecosport,2013,Diesel,71054,1498,First ,Manual,22.7,89.84,204.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,13.5,435000
4174,2018 Maruti Ignis,2018,Petrol,80257,1197,First ,Manual,20.89,81.8,113.0,5,White,5,FWD,Electric,Discs,Drum,,485000
4175,2014 Mahindra Thar,2014,Diesel,45495,2498,First ,Manual,16.55,105.0,247.0,7,Other,5,AWD,Power,Discs,Drum,,700000
4176,2013 Maruti Swift,2013,Diesel,58254,1248,First ,Manual,22.9,74.0,190.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,13.75,395000
4177,2015 Maruti Swift,2015,Diesel,114230,1248,First ,Manual,28.4,74.0,190.0,5,Other,5,FWD,Power,Discs,Drum,,382000
4178,2015 Maruti Swift,2015,Diesel,76418,1248,First ,Manual,25.2,74.0,190.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,14.8,380000
4179,2017 Maruti Swift,2016,Diesel,60637,1248,First ,Manual,25.2,74.0,190.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,14.8,395000
4180,2014 Maruti Swift,2014,Petrol,67732,1197,Second ,Manual,220.0,81.8,113.0,5,Other,5,FWD,Power,Discs,Drum,,370000
4181,2013 Maruti Swift Dzire,2013,Petrol,66553,1197,First ,Manual,19.1,85.8,114.0,5,White,5,FWD,Power,Ventilated Disc,Drum,12.6,385000
4182,2017 Maruti Ignis,2017,Petrol,23615,1197,First ,Manual,20.89,81.8,113.0,5,Other,5,FWD,Electric,Discs,Drum,,449000
4183,2014 Maruti Ritz,2014,Diesel,89233,1248,First ,Manual,23.2,73.97,190.0,5,Other,5,FWD,Power,Ventilated Disc,Drum,14.0,275000
4184,2016 Ford Ecosport,2016,Diesel,85902,1498,First ,Manual,21.7,98.96,215.0,5,White,5,FWD,Electric,Ventilated Disc,Drum,,525000
